chrI	334	648
chrI	537	791
chrI	1806	2168
chrI	2479	2706
chrI	7234	9015
chrI	10090	10398
chrI	11564	11950
chrI	12045	12425
chrI	13362	13742
chrI	21565	21849
chrI	22394	22684
chrI	23999	27967
chrI	31566	32939
chrI	33447	34700
chrI	35154	36302
chrI	36495	36917
chrI	36508	37146
chrI	37463	38971
chrI	38695	39045
chrI	39258	41900
chrI	42176	42718
chrI	42880	45021
chrI	45898	48249
chrI	48563	51706
chrI	51854	52594
chrI	52800	54788
chrI	54583	54912
chrI	54988	56856
chrI	57028	57384
chrI	57487	57795
chrI	57517	57849
chrI	57949	58461
chrI	58694	61051
chrI	61230	61607
chrI	61315	62562
chrI	62839	65403
chrI	65777	67519
chrI	68715	69524
chrI	71785	73287
chrI	72325	73299
chrI	73425	73517
chrI	74019	74822
chrI	75042	76151
chrI	76426	79434
chrI	79488	79841
chrI	79717	80586
chrI	80709	81950
chrI	82705	83226
chrI	83334	84473
chrI	84668	84976
chrI	84748	87030
chrI	87285	87386
chrI	87500	87751
chrI	87854	92269
chrI	92899	94485
chrI	94686	95471
chrI	95385	95822
chrI	95629	99696
chrI	100224	101144
chrI	101564	105871
chrI	106271	108550
chrI	108876	110429
chrI	110845	113358
chrI	113613	114614
chrI	114249	114818
chrI	114918	118313
chrI	118563	119540
chrI	120224	124294
chrI	124306	124491
chrI	124754	125068
chrI	124878	126785
chrI	126902	128101
chrI	128251	129018
chrI	129269	130486
chrI	130798	131982
chrI	132198	134075
chrI	134183	135664
chrI	135853	136632
chrI	136913	137509
chrI	137697	138344
chrI	139502	141430
chrI	140759	141406
chrI	142173	142252
chrI	142619	143159
chrI	143706	147530
chrI	147593	151005
chrI	151096	151165
chrI	152256	153875
chrI	154064	154723
chrI	155004	156284
chrI	156753	158618
chrI	158965	159792
chrI	160596	164186
chrI	164543	165865
chrI	166741	168870
chrI	169374	170294
chrI	170395	171702
chrI	172210	175134
chrI	174997	175329
chrI	176855	177022
chrI	179280	179819
chrI	183769	184476
chrI	184891	185595
chrI	186320	186544
chrI	186511	186852
chrI	186835	187731
chrI	188106	188810
chrI	190192	192255
chrI	192336	192416
chrI	192618	196184
chrI	201466	201786
chrI	203402	208015
chrI	208366	208662
chrI	217156	217491
chrI	220197	220496
chrI	221048	221659
chrI	222405	222890
chrI	224010	224303
chrI	224562	224861
chrI	225459	226862
chrI	227741	228952
chrI	228843	229316
chrII	279	2657
chrII	645	1127
chrII	2581	2898
chrII	2906	4115
chrII	4215	5008
chrII	5789	6124
chrII	7604	7732
chrII	8176	8481
chrII	9267	9371
chrII	9960	10550
chrII	10846	13878
chrII	14240	17695
chrII	18176	21292
chrII	22075	23535
chrII	24097	24744
chrII	24945	28298
chrII	28426	28545
chrII	29934	31250
chrII	29934	31226
chrII	31228	35247
chrII	36988	37302
chrII	37052	38689
chrII	39144	40526
chrII	40830	43094
chrII	43173	43481
chrII	43276	44088
chrII	43764	44096
chrII	44255	44917
chrII	45977	46369
chrII	46564	47057
chrII	47146	47179
chrII	47362	48627
chrII	48824	49357
chrII	49573	50952
chrII	51018	59381
chrII	59821	60192
chrII	60697	60738
chrII	61201	62601
chrII	63875	66817
chrII	67168	69444
chrII	69712	70137
chrII	69750	71126
chrII	71865	72971
chrII	73069	74694
chrII	75258	79766
chrII	80377	80730
chrII	80896	81327
chrII	81042	84260
chrII	84498	86447
chrII	86721	87788
chrII	87645	87956
chrII	88522	89124
chrII	89457	89555
chrII	89977	90225
chrII	90222	90530
chrII	90604	90924
chrII	90740	92029
chrII	91793	92029
chrII	92413	93393
chrII	93638	95881
chrII	96668	100114
chrII	99962	100306
chrII	100370	101155
chrII	101885	105220
chrII	105307	105687
chrII	105315	107405
chrII	107931	109994
chrII	110124	110419
chrII	110505	110538
chrII	110593	110878
chrII	110948	111243
chrII	111436	112707
chrII	112800	113426
chrII	113761	115167
chrII	115572	116828
chrII	117588	119165
chrII	119334	119708
chrII	119378	121873
chrII	122752	124758
chrII	125124	125153
chrII	125270	126118
chrII	126827	127243
chrII	127298	127609
chrII	127894	132039
chrII	132423	133748
chrII	134142	135515
chrII	135997	136365
chrII	136687	137460
chrII	138340	140259
chrII	141246	141971
chrII	142111	142748
chrII	142846	142867
chrII	143392	143571
chrII	143988	145727
chrII	144947	145030
chrII	146186	146884
chrII	147208	150285
chrII	150446	151219
chrII	151492	153609
chrII	153847	158388
chrII	158655	159692
chrII	160183	161328
chrII	161698	162714
chrII	163040	163996
chrII	164487	164771
chrII	166133	167263
chrII	167517	167837
chrII	168422	168423
chrII	168808	169375
chrII	170622	170675
chrII	170804	171037
chrII	171480	171917
chrII	172533	174587
chrII	174919	177525
chrII	177873	181274
chrII	181659	182093
chrII	182400	184124
chrII	184352	185914
chrII	185997	186351
chrII	186427	186473
chrII	186843	191582
chrII	192450	193511
chrII	194121	195701
chrII	199063	201747
chrII	202055	203260
chrII	203405	203806
chrII	203537	205816
chrII	206106	206948
chrII	207193	209223
chrII	209408	209647
chrII	209652	212174
chrII	212631	216365
chrII	216586	217128
chrII	216710	216859
chrII	217469	220399
chrII	221329	222651
chrII	221329	222633
chrII	222635	226597
chrII	227635	235116
chrII	235393	235791
chrII	236491	236886
chrII	237152	237466
chrII	238940	241282
chrII	241707	242567
chrII	242808	244229
chrII	244365	245666
chrII	245905	246546
chrII	247009	248502
chrII	248805	251015
chrII	252562	254208
chrII	255372	255683
chrII	256330	256740
chrII	257111	257974
chrII	259146	259565
chrII	259868	261190
chrII	259868	261172
chrII	261174	265139
chrII	265491	265880
chrII	266724	267335
chrII	267709	269502
chrII	270246	270632
chrII	270946	273702
chrII	274426	275526
chrII	276252	278351
chrII	279020	280606
chrII	281442	283343
chrII	283737	284270
chrII	284427	287924
chrII	289444	290349
chrII	290680	291864
chrII	292876	294018
chrII	294023	294355
chrII	294424	296001
chrII	296368	297741
chrII	298291	299949
chrII	300165	301253
chrII	301518	301820
chrII	301943	304702
chrII	304929	305975
chrII	306268	306954
chrII	309080	310312
chrII	310564	311451
chrII	311897	314788
chrII	315574	316509
chrII	316967	317863
chrII	318265	320274
chrII	320415	321608
chrII	321875	323944
chrII	324340	326058
