I	1008580	1008848	+
I	1009022	1009068	+
I	1016668	1016729	-
I	1018826	1018868	-
I	1022806	1022846	+
I	1023793	1023835	+
I	1030286	1030337	+
I	1030440	1030502	+
I	1030720	1030810	+
I	1030925	1030997	+
I	1031360	1031417	+
I	1032214	1032257	+
I	1032309	1032358	+
I	1032585	1032627	+
I	1032715	1032765	+
I	1041597	1041672	+
I	1041744	1042069	+
I	1043263	1043381	-
I	1043511	1043595	-
I	1043670	1043719	-
I	1043788	1044000	-
I	1047384	1047434	+
I	1047484	1047529	+
I	1049197	1049364	+
I	1050087	1050174	+
I	1051738	1051782	+
I	1051920	1051970	+
I	1053166	1053243	+
I	1053675	1053719	+
I	1054253	1054345	+
I	1054808	1054873	+
I	1054955	1055167	+
I	1058414	1058464	+
I	1058513	1058622	+
I	1059776	1059837	+
I	1060103	1060142	+
I	1060669	1060708	+
I	1062563	1062630	-
I	1062737	1062795	-
I	1080605	1080658	-
I	1081432	1081470	-
I	1094559	1094615	-
I	1094694	1094744	-
I	1094853	1094896	-
I	1094919	1095141	-
I	1095273	1095327	-
I	1096923	1097011	-
I	1097197	1097247	-
I	1101978	1102022	-
I	1102289	1102334	-
I	1108702	1108758	+
I	1108845	1109054	+
I	1110292	1110755	-
I	1110808	1110851	-
I	1116201	1116246	-
I	1116366	1116414	-
I	112045	112097	-
I	112332	112377	-
I	1135060	1135194	-
I	1135401	1135516	-
I	1135683	1135728	-
I	1135775	1135931	-
I	1145695	1145887	+
I	1146040	1146109	+
I	1170460	1170503	-
I	1171269	1171361	-
I	1171855	1171899	-
I	1171955	1171998	-
I	1172788	1172832	-
I	1173206	1173292	-
I	1173608	1173672	-
I	1173978	1174028	-
I	1182121	1182166	-
I	1182216	1182272	-
I	1192591	1192661	+
I	1192703	1192778	+
I	1192840	1192915	+
I	1193009	1193061	+
I	1193144	1193196	+
I	1194406	1194519	-
I	1194630	1194710	-
I	1194869	1194913	-
I	1198540	1198591	+
I	1199019	1199073	+
I	1199218	1199297	+
I	1199396	1199453	+
